id,side,timestamp,heart_rate,hrv,breathing_rate
1861,right,1777844883,49.18032786885246,,20.04559389985064
1862,right,1777844944,49.586776859504134,36.642719452694685,15.94374718940354
1863,right,1777845004,49.586776859504134,75.94121057597646,22.164758034724787
1864,right,1777845065,73.71007371007371,34.1892315601701,19.400434200194002
1865,right,1777851275,82.1917808219178,,15.735958683021304
1866,right,1777851335,73.34963325183374,50.70197662668348,17.005425540529597
1867,right,1777851395,,36.972410580061734,19.886363636363633
1868,left,1777851907,91.32420091324201,98.04882979071627,18.10813141329654
1869,right,1777851910,91.1854103343465,13.272313126571678,18.220793140407288
1870,left,1777851968,,,21.28886326340533
1871,right,1777851970,52.816901408450704,89.95604779546187,23.642732049036773
1872,left,1777852028,81.30081300813008,90.05794043577771,17.350066508588288
1873,right,1777852031,78.3289817232376,96.75168674958014,15.450161524415938
1874,left,1777852092,68.02721088435374,95.91287702019933,14.767082829910056
1875,right,1777852100,67.56756756756756,85.76576522984698,16.386279222197945
1876,left,1777852153,68.02721088435374,90.98923626437308,18.598884066955986
1877,right,1777852160,71.77033492822966,24.69422012519775,15.396817990948538
1878,left,1777852214,,81.70749798113665,12.205665463052433
1879,right,1777852220,56.71077504725898,52.776603392629745,13.957816377171216
1880,right,1777852280,60.0,73.05840533622997,17.205945610094155
1881,left,1777852330,73.52941176470588,23.477723334658005,16.78373842232859
1882,left,1777852390,87.20930232558139,26.13841446832833,16.825574873808186
1883,left,1777852451,70.09345794392523,49.046553848812295,16.687347567498183
1884,left,1777852511,48.939641109298535,,15.132832642080485
1885,left,1777852572,56.074766355140184,86.25092592095591,17.812803627334556
1886,right,1777852626,55.97014925373134,55.89168490791232,8.930090151386288
1887,left,1777852633,55.762081784386616,76.16800652105387,11.009982384028184
1888,right,1777852687,48.54368932038835,63.92724559815478,16.69195751138088
1889,left,1777852694,48.46526655896607,,21.210157308666705
1890,right,1777852747,,26.53799365461669,12.640772236267527
1891,left,1777852755,,95.94394887473975,13.118194936376753
1892,right,1777852807,61.47540983606557,98.355504231436,9.72762645914397
1893,left,1777852815,64.79481641468682,89.13975038532149,10.29630477062121
1894,right,1777852868,48.701298701298704,56.16246275068627,13.610492452363278
1895,left,1777852876,48.62236628849271,38.92326837982336,17.71304861247786
1896,right,1777852929,62.63048016701461,,9.730781706130394
1897,left,1777852937,64.1025641025641,84.32906634515963,10.622101051588004
1898,right,1777852990,50.16722408026756,98.9193211600516,11.258302998461366
1899,left,1777852997,44.776119402985074,62.76433276803865,21.84399745153363
1900,right,1777853051,77.72020725388602,,20.85167508456513
1901,left,1777853058,60.36217303822938,98.42128967984934,20.21964080402807
1902,left,1777853118,51.45797598627787,,20.277523756510675
1903,left,1777853179,,,19.127023050514957
1904,left,1777853240,60.72874493927125,14.396119871364716,18.989462709908032
1905,left,1777853301,,,16.82267178535996
1906,left,1777853362,,18.651900173113507,18.69824592645357
1907,left,1777853422,77.31958762886597,,18.92744479495268
1908,left,1777860221,,,18.154311649016645
1909,left,1777860281,72.99270072992701,,19.97336884154461
1910,left,1777860342,,,14.342453662842011
1911,left,1777863394,66.51884700665188,,13.697066544914966
1912,left,1777863455,,,17.672397923493243
1913,left,1777863516,51.63511187607573,,17.436791630340018
1914,left,1777865434,48.701298701298704,78.4335023266314,16.83759375478341
1915,left,1777865495,,,19.30191410648223
1916,left,1777865555,60.120240480961925,59.50326964512623,21.19324385074819
1917,left,1777866250,77.92207792207792,30.661298510295495,14.281180577594414
1918,left,1777866310,75.75757575757575,25.861638314671588,18.919487071683832
1919,left,1777866372,73.17073170731707,88.79539527600642,11.950027159152635
1920,right,1777867143,54.94505494505494,36.49189757507522,20.20934811897606
1921,right,1777867203,,,18.283021167675617
1922,right,1777867263,75.75757575757575,96.34433460521,19.67293741546785
1923,right,1777867324,49.83388704318937,45.12240957927867,19.60390067356992
1924,right,1777867384,73.34963325183374,54.33825623384485,20.53884257581249
1925,left,1777869964,63.829787234042556,68.14794793251545,18.270401948842874
1926,left,1777870024,49.01960784313726,99.2785581017645,18.16200508536142
1927,left,1777870085,,,18.01873948906863
1928,left,1777873361,,,16.55286571487689
1929,left,1777873421,74.07407407407408,10.050907935164954,18.759770713913493
1930,left,1777873482,78.94736842105263,40.50176655402376,14.426049323349591
1931,right,1777873500,42.857142857142854,,13.114754098360656
1932,right,1777873560,59.880239520958085,15.875179942622346,16.37077997671711
1933,right,1777873621,60.60606060606061,56.62836928309653,14.649152790663608
1934,left,1777876268,70.4225352112676,54.84497134202518,12.927054478301015
1935,left,1777876328,62.24066390041494,91.0264918703463,18.523854608323383
1936,left,1777876389,,41.36262416018556,19.76827192356268
1937,left,1777881007,54.6448087431694,24.389938381007138,16.695523126391294
1938,left,1777881068,76.33587786259542,37.73590860683726,20.48081143024333
1939,left,1777881129,58.47953216374269,,20.925713716307108
1940,left,1777881190,,99.86115965544094,19.25875203286827
1941,left,1777881250,,,20.902039110037624
1942,left,1777883462,57.142857142857146,67.97305392493756,19.61553550411927
1943,left,1777883523,,78.38470743139965,18.747802991836892
1944,left,1777883583,59.40594059405941,84.11982138282085,18.675589448291962
1945,left,1777885680,,61.0426085701868,21.94408322496749
1946,left,1777885740,60.36217303822938,66.07627466855313,16.239038648911986
1947,left,1777885800,,67.11127122320312,17.19000687600275
1948,left,1777892498,69.28406466512702,70.37794092586631,23.6913357400722
1949,left,1777892558,75.37688442211055,67.07055191958256,16.971068369161145
1950,left,1777892618,57.69230769230769,85.91496926871616,22.161609273781114
1951,left,1777892679,75.56675062972292,51.60756370300769,16.99267426931501
1952,left,1777892739,73.89162561576354,,18.951358180669615
1953,left,1777892800,71.59904534606206,32.63901949598828,19.128078425121544
1954,left,1777893134,72.63922518159806,81.41770142458677,15.47250654606046
1955,left,1777893194,,52.54521862167861,19.15326603088464
1956,left,1777893254,60.36217303822938,72.79029708984123,20.340821769199476
1957,left,1777893317,57.034220532319395,93.98555181844327,20.299073008999255
1958,right,1777893337,56.81818181818182,,13.311148086522461
1959,left,1777893377,55.865921787709496,70.52073437046312,20.526217577906323
1960,right,1777893397,,9.898990266597545,20.695998773570444
1961,left,1777893438,,98.4322970756234,13.843225471534868
1962,right,1777893458,,17.207839474175678,21.982414068745005
1963,left,1777896900,45.80152671755725,48.54592657709872,19.809244314013206
1964,left,1777896961,,,22.358859698155396
1965,left,1777897021,,91.03435676156869,19.243104554201413
