endDate,startDate,type,unit,value
2025-04-17 03:26:21 -0400,2025-04-17 03:26:21 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14.5
2025-04-17 03:39:46 -0400,2025-04-17 03:39:46 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14
2025-04-17 03:44:44 -0400,2025-04-17 03:44:44 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2025-04-17 04:02:37 -0400,2025-04-17 04:02:37 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2025-04-17 04:05:06 -0400,2025-04-17 04:05:06 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14.5
2025-04-17 04:22:29 -0400,2025-04-17 04:22:29 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2025-04-17 04:24:58 -0400,2025-04-17 04:24:58 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2025-04-17 04:48:18 -0400,2025-04-17 04:48:18 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14.5
2025-04-17 05:01:43 -0400,2025-04-17 05:01:43 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2025-04-17 05:12:09 -0400,2025-04-17 05:12:09 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14.5
2025-04-17 05:14:38 -0400,2025-04-17 05:14:38 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2025-04-17 05:29:32 -0400,2025-04-17 05:29:32 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2025-04-17 05:38:58 -0400,2025-04-17 05:38:58 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17.5
2025-04-17 05:52:23 -0400,2025-04-17 05:52:23 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,21.5
2025-04-17 05:58:21 -0400,2025-04-17 05:58:21 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2025-04-17 06:07:47 -0400,2025-04-17 06:07:47 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,21.5
2025-04-17 06:16:14 -0400,2025-04-17 06:16:14 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14
2025-04-17 06:26:40 -0400,2025-04-17 06:26:40 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,24
2025-04-17 06:39:35 -0400,2025-04-17 06:39:35 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14.5
2025-04-17 06:44:03 -0400,2025-04-17 06:44:03 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2025-04-17 23:06:34 -0400,2025-04-17 23:06:34 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2025-04-17 23:21:28 -0400,2025-04-17 23:21:28 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2025-04-17 23:26:26 -0400,2025-04-17 23:26:26 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2025-04-17 23:36:52 -0400,2025-04-17 23:36:52 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2025-04-17 23:43:19 -0400,2025-04-17 23:43:19 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-04-17 00:35:42 -0400,2026-04-17 00:35:42 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,18.5
2026-04-17 00:47:37 -0400,2026-04-17 00:47:37 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2026-04-17 00:50:36 -0400,2026-04-17 00:50:36 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2026-04-17 01:05:30 -0400,2026-04-17 01:05:30 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-04-17 01:14:56 -0400,2026-04-17 01:14:56 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2026-04-17 01:29:20 -0400,2026-04-17 01:29:20 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14
2026-04-17 01:36:48 -0400,2026-04-17 01:36:48 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2026-04-17 01:49:13 -0400,2026-04-17 01:49:13 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2026-04-17 01:58:09 -0400,2026-04-17 01:58:09 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-04-17 02:08:35 -0400,2026-04-17 02:08:35 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-04-17 02:16:02 -0400,2026-04-17 02:16:02 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,18
2026-04-17 02:22:59 -0400,2026-04-17 02:22:59 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-04-17 02:29:57 -0400,2026-04-17 02:29:57 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-04-17 02:41:52 -0400,2026-04-17 02:41:52 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-04-17 02:58:15 -0400,2026-04-17 02:58:15 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-04-17 03:08:41 -0400,2026-04-17 03:08:41 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-04-17 03:11:10 -0400,2026-04-17 03:11:10 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-04-17 03:23:35 -0400,2026-04-17 03:23:35 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2026-04-17 03:38:00 -0400,2026-04-17 03:38:00 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2026-04-17 03:46:56 -0400,2026-04-17 03:46:56 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2026-04-17 03:53:53 -0400,2026-04-17 03:53:53 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-04-17 04:07:18 -0400,2026-04-17 04:07:18 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-04-17 04:09:47 -0400,2026-04-17 04:09:47 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-04-17 04:19:13 -0400,2026-04-17 04:19:13 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,18
2026-04-17 04:37:06 -0400,2026-04-17 04:37:06 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-04-17 04:47:32 -0400,2026-04-17 04:47:32 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-04-17 04:49:31 -0400,2026-04-17 04:49:31 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-04-17 04:59:28 -0400,2026-04-17 04:59:28 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-04-17 05:12:22 -0400,2026-04-17 05:12:22 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2026-04-17 05:27:46 -0400,2026-04-17 05:27:46 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,19
2026-04-17 05:38:12 -0400,2026-04-17 05:38:12 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-04-17 05:40:11 -0400,2026-04-17 05:40:11 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2026-04-17 05:53:06 -0400,2026-04-17 05:53:06 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14.5
2026-04-17 05:58:34 -0400,2026-04-17 05:58:34 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-04-17 06:16:27 -0400,2026-04-17 06:16:27 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-04-17 06:23:24 -0400,2026-04-17 06:23:24 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2026-04-17 06:35:50 -0400,2026-04-17 06:35:50 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-04-17 06:39:18 -0400,2026-04-17 06:39:18 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2026-04-17 06:54:12 -0400,2026-04-17 06:54:12 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14
2026-04-17 07:06:08 -0400,2026-04-17 07:06:08 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,13.5
2026-04-17 07:15:34 -0400,2026-04-17 07:15:34 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14.5
2026-04-17 07:21:02 -0400,2026-04-17 07:21:02 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,13.5
