endDate,startDate,type,unit,value
2026-05-02 06:39:39 -0400,2026-05-02 06:39:39 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-05-02 06:51:05 -0400,2026-05-02 06:51:05 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-05-02 07:03:00 -0400,2026-05-02 07:03:00 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-05-02 07:08:28 -0400,2026-05-02 07:08:28 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-05-02 07:22:52 -0400,2026-05-02 07:22:52 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2026-05-02 07:32:18 -0400,2026-05-02 07:32:18 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-05-02 07:39:45 -0400,2026-05-02 07:39:45 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2026-05-02 07:51:41 -0400,2026-05-02 07:51:41 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-05-02 08:02:07 -0400,2026-05-02 08:02:07 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-05-02 08:04:06 -0400,2026-05-02 08:04:06 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14.5
2026-05-02 08:20:59 -0400,2026-05-02 08:20:59 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2026-05-02 08:25:57 -0400,2026-05-02 08:25:57 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,13.5
2026-05-02 08:39:52 -0400,2026-05-02 08:39:52 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,27.5
2026-05-02 08:50:47 -0400,2026-05-02 08:50:47 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-05-02 09:00:14 -0400,2026-05-02 09:00:14 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-05-02 09:10:10 -0400,2026-05-02 09:10:10 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,14.5
2026-05-02 09:20:36 -0400,2026-05-02 09:20:36 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-05-03 02:09:42 -0400,2026-05-03 02:09:42 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15.5
2026-05-03 02:27:35 -0400,2026-05-03 02:27:35 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
2026-05-03 02:37:31 -0400,2026-05-03 02:37:31 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-05-03 02:47:27 -0400,2026-05-03 02:47:27 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,17
2026-05-03 02:51:26 -0400,2026-05-03 02:51:26 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-05-03 03:07:49 -0400,2026-05-03 03:07:49 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-05-03 03:09:19 -0400,2026-05-03 03:09:19 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-05-03 03:20:14 -0400,2026-05-03 03:20:14 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-05-03 03:31:10 -0400,2026-05-03 03:31:10 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-05-03 03:47:34 -0400,2026-05-03 03:47:34 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16
2026-05-03 03:51:02 -0400,2026-05-03 03:51:02 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,16.5
2026-05-03 04:04:57 -0400,2026-05-03 04:04:57 -0400,HKQuantityTypeIdentifierRespiratoryRate,count/min,15
