endDate,startDate,type,value
2026-05-02 09:08:40 -0400,2026-05-02 08:46:19 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-02 09:15:08 -0400,2026-05-02 09:08:40 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-02 09:25:04 -0400,2026-05-02 09:15:08 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 02:42:59 -0400,2026-05-03 02:23:37 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 02:48:27 -0400,2026-05-03 02:42:59 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepDeep
2026-05-03 02:49:26 -0400,2026-05-03 02:48:27 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 02:55:24 -0400,2026-05-03 02:49:26 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 02:56:24 -0400,2026-05-03 02:55:24 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 03:08:19 -0400,2026-05-03 02:56:24 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 03:23:43 -0400,2026-05-03 03:08:19 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepDeep
2026-05-03 03:38:07 -0400,2026-05-03 03:23:43 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 03:40:36 -0400,2026-05-03 03:38:07 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepDeep
2026-05-03 03:41:06 -0400,2026-05-03 03:40:36 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 03:53:31 -0400,2026-05-03 03:41:06 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepDeep
2026-05-03 04:04:27 -0400,2026-05-03 03:53:31 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 04:35:45 -0400,2026-05-03 04:04:27 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-03 05:07:02 -0400,2026-05-03 04:35:45 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 05:29:23 -0400,2026-05-03 05:07:02 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepDeep
2026-05-03 05:37:20 -0400,2026-05-03 05:29:23 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 05:40:49 -0400,2026-05-03 05:37:20 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 06:09:08 -0400,2026-05-03 05:40:49 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 06:13:36 -0400,2026-05-03 06:09:08 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-03 06:15:05 -0400,2026-05-03 06:13:36 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 06:27:31 -0400,2026-05-03 06:15:05 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-03 06:32:29 -0400,2026-05-03 06:27:31 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 06:43:54 -0400,2026-05-03 06:32:29 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-03 06:44:24 -0400,2026-05-03 06:43:54 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 06:46:23 -0400,2026-05-03 06:44:24 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 07:28:36 -0400,2026-05-03 06:46:23 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 07:32:35 -0400,2026-05-03 07:28:36 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 07:39:32 -0400,2026-05-03 07:32:35 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 08:36:40 -0400,2026-05-03 07:39:32 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-03 09:09:27 -0400,2026-05-03 08:36:40 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 09:11:26 -0400,2026-05-03 09:09:27 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 09:23:51 -0400,2026-05-03 09:11:26 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 09:24:51 -0400,2026-05-03 09:23:51 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 09:43:43 -0400,2026-05-03 09:24:51 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 10:20:58 -0400,2026-05-03 09:43:43 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-03 10:24:27 -0400,2026-05-03 10:20:58 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 10:48:18 -0400,2026-05-03 10:24:27 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 10:49:17 -0400,2026-05-03 10:48:18 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 10:59:13 -0400,2026-05-03 10:49:17 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 20:29:55 -0400,2026-05-03 20:09:03 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 20:38:52 -0400,2026-05-03 20:29:55 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepDeep
2026-05-03 20:40:21 -0400,2026-05-03 20:38:52 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 21:00:13 -0400,2026-05-03 20:40:21 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 21:02:12 -0400,2026-05-03 21:00:13 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 21:11:39 -0400,2026-05-03 21:02:12 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 21:34:00 -0400,2026-05-03 21:11:39 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 22:17:43 -0400,2026-05-03 21:34:00 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 22:18:12 -0400,2026-05-03 22:17:43 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-03 22:37:05 -0400,2026-05-03 22:18:12 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 22:56:27 -0400,2026-05-03 22:37:05 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepDeep
2026-05-03 23:16:49 -0400,2026-05-03 22:56:27 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-03 23:45:08 -0400,2026-05-03 23:16:49 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-04 00:21:23 -0400,2026-05-03 23:45:08 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 00:22:23 -0400,2026-05-04 00:21:23 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepDeep
2026-05-04 00:38:47 -0400,2026-05-04 00:22:23 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 00:45:44 -0400,2026-05-04 00:38:47 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepDeep
2026-05-04 01:31:55 -0400,2026-05-04 00:45:44 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 01:39:23 -0400,2026-05-04 01:31:55 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-04 01:43:21 -0400,2026-05-04 01:39:23 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 01:45:20 -0400,2026-05-04 01:43:21 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-04 02:29:33 -0400,2026-05-04 01:45:20 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 02:30:03 -0400,2026-05-04 02:29:33 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepDeep
2026-05-04 02:30:32 -0400,2026-05-04 02:30:03 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 02:31:32 -0400,2026-05-04 02:30:32 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-04 02:34:31 -0400,2026-05-04 02:31:32 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 02:36:00 -0400,2026-05-04 02:34:31 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-04 03:13:45 -0400,2026-05-04 02:36:00 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 03:14:15 -0400,2026-05-04 03:13:45 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-04 03:18:14 -0400,2026-05-04 03:14:15 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 03:19:43 -0400,2026-05-04 03:18:14 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-04 03:25:41 -0400,2026-05-04 03:19:43 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 03:44:03 -0400,2026-05-04 03:25:41 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-04 04:50:07 -0400,2026-05-04 03:44:03 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 05:13:28 -0400,2026-05-04 04:50:07 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-04 05:18:56 -0400,2026-05-04 05:13:28 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 05:21:55 -0400,2026-05-04 05:18:56 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-04 06:06:37 -0400,2026-05-04 05:21:55 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 06:09:06 -0400,2026-05-04 06:06:37 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-04 06:33:27 -0400,2026-05-04 06:09:06 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 06:35:56 -0400,2026-05-04 06:33:27 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-04 06:39:24 -0400,2026-05-04 06:35:56 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-04 06:40:54 -0400,2026-05-04 06:39:24 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 06:50:50 -0400,2026-05-04 06:40:54 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
2026-05-04 06:53:49 -0400,2026-05-04 06:50:50 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAwake
2026-05-04 06:54:18 -0400,2026-05-04 06:53:49 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepCore
2026-05-04 07:30:05 -0400,2026-05-04 06:54:18 -0400,HKCategoryTypeIdentifierSleepAnalysis,HKCategoryValueSleepAnalysisAsleepREM
